n;tiempoMedio;Externo;Interno

 5000 	 4.115226e-02 	 5000 	 -5177262
 10000 	 1.874815e-01 	 10000 	 -29541431
 15000 	 4.834286e-01 	 15000 	 -92029752
 20000 	 9.269091e-01 	 20000 	 -190461572
 25000 	 1.500286e+00 	 25000 	 -301079256
 30000 	 2.216800e+00 	 30000 	 -409008459
 35000 	 3.094400e+00 	 35000 	 -246510959
 40000 	 4.124600e+00 	 40000 	 -59013459
 45000 	 5.301200e+00 	 45000 	 153484040
 50000 	 6.595400e+00 	 50000 	 390981540
