n;tiempoMedio;Externo;Interno

 5000 	 2.620681e-02 	 5000 	 2513260 	 0
 10000 	 1.090000e-01 	 10000 	 6631145 	 0
 15000 	 2.358372e-01 	 15000 	 25234079 	 0
 20000 	 4.080000e-01 	 20000 	 56402616 	 0
 25000 	 6.361875e-01 	 25000 	 88129088 	 0
 30000 	 9.279091e-01 	 30000 	 119096855 	 0
 35000 	 1.247111e+00 	 35000 	 -206655765 	 0
 40000 	 1.634286e+00 	 40000 	 -240700269 	 0
 45000 	 2.078200e+00 	 45000 	 307013081 	 0
 50000 	 2.555000e+00 	 50000 	 -76980377 	 0
