n;tiempoMedio;Externo;Interno

 5000 	 4.207143e-02 	 5000 	 6953918 	 0
 10000 	 1.706780e-01 	 10000 	 27203944 	 0
 15000 	 3.600000e-01 	 15000 	 71608310 	 0
 20000 	 6.483125e-01 	 20000 	 131564544 	 0
 25000 	 9.950000e-01 	 25000 	 -155903144 	 0
 30000 	 1.443857e+00 	 30000 	 286433243 	 0
 35000 	 1.888833e+00 	 35000 	 -206655765 	 0
 40000 	 2.379200e+00 	 40000 	 -117986918 	 0
 45000 	 2.964600e+00 	 45000 	 307013081 	 0
 50000 	 3.666200e+00 	 50000 	 -76980377 	 0
